station_id,station_name,timestamp,weather_date,hour_of_day,temperature_celsius,humidity_percent,pressure_hpa,wind_speed_ms,precipitation_mm,weather_condition,uv_index,sessions_during_weather,energy_during_weather,avg_duration_during_weather
469746,"Pilot Travel Center #281 Girard, OH",2025-12-10T07:18:11,2025-12-10,7,1.43,84.0,1003.0,5.66,0.75,Snow,0.0,0,,
469612,"Dennys - Auburn, WA",2025-12-10T07:18:15,2025-12-10,7,10.97,96.0,1013.0,8.75,0.87,Rain,0.0,0,,
461541,Fox Kia South,2025-10-21T02:16:51,2025-10-21,2,10.47,68.0,1009.0,0.89,0.0,Clear,0.0,0,,
461547,"Pilot Travel Center #1047 Jacksonville, FL",2025-10-21T02:16:48,2025-10-21,2,16.7,87.0,1019.0,0.0,0.0,Clear,0.0,0,,
461511,Sleep Inn & Suites Monroe - Woodbury,2025-10-21T02:16:52,2025-10-21,2,11.14,77.0,1012.0,5.14,0.0,Clouds,0.0,0,,
469747,"Flying J Travel Center #692 Wells, NV",2025-12-10T07:28:17,2025-12-10,7,5.47,52.0,1024.0,3.11,0.0,Clouds,0.0,0,,
461744,Sunset Pointe,2025-10-21T02:10:41,2025-10-21,2,20.15,56.0,1018.0,1.54,0.0,Clear,0.0,0,,
469430,Bernal Plaza,2025-12-10T07:18:19,2025-12-10,7,7.56,93.0,1021.0,1.54,0.0,Mist,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:18:05,2025-12-10,7,13.49,92.0,1017.0,5.14,0.0,Clouds,0.0,0,,
461757,Dutch Bros Coffee,2025-10-21T02:10:37,2025-10-21,2,21.74,52.0,1017.0,0.0,0.0,Clear,0.0,0,,
461733,Walmart,2025-10-21T02:10:42,2025-10-21,2,22.77,51.0,1014.0,6.48,0.0,Clear,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:28:05,2025-12-10,7,13.32,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
461073,Fairfield by Marriott Inn & Suites Houston Brookhollow,2025-10-21T02:11:18,2025-10-21,2,25.91,79.0,1014.0,5.14,0.0,Clear,0.0,0,,
461715,BP Express Stop,2025-10-21T02:10:43,2025-10-21,2,8.99,74.0,1010.0,0.89,0.0,Clear,0.0,0,,
461551,Berkeley Bowl (West),2025-10-21T02:16:44,2025-10-21,2,21.59,52.0,1016.0,1.54,0.0,Clouds,0.0,0,,
461511,Sleep Inn & Suites Monroe - Woodbury,2025-10-21T02:11:00,2025-10-21,2,11.38,77.0,1012.0,5.14,0.0,Clouds,0.0,0,,
461632,"Ionna - Willows, CA",2025-10-21T02:10:44,2025-10-21,2,20.58,23.0,1016.0,2.04,0.0,Clear,0.0,0,,
461546,"Pilot Travel Center #1051 Iowa, LA",2025-10-21T02:10:57,2025-10-21,2,19.1,88.0,1016.0,3.6,0.0,Clear,0.0,0,,
469430,Bernal Plaza,2025-12-10T07:28:27,2025-12-10,7,7.56,93.0,1021.0,1.54,0.0,Mist,0.0,0,,
461165,Heilmann Community Center,2025-10-21T02:17:02,2025-10-21,2,11.05,72.0,1011.0,2.06,0.0,Clear,0.0,0,,
469749,"Ionna Reading, MA Rechargery Relay",2025-12-10T07:18:07,2025-12-10,7,0.08,73.0,1011.0,5.14,0.0,Clouds,0.0,0,,
461050,Mitra EV DCFC - Sierra Pacific,2025-10-21T02:11:19,2025-10-21,2,21.0,55.0,1017.0,0.0,0.0,Clear,0.0,0,,
462111,Shell - Novi,2025-10-21T02:16:25,2025-10-21,2,9.27,74.0,1010.0,3.09,0.0,Clear,0.0,0,,
461252,D & 3rd Street Curbside,2025-10-21T02:11:04,2025-10-21,2,21.81,50.0,1017.0,0.0,0.0,Clear,0.0,0,,
469741,"Pilot Travel Center #63 Piedmont, SC",2025-12-10T07:18:14,2025-12-10,7,0.14,93.0,1019.0,2.57,0.0,Clear,0.0,0,,
461546,"Pilot Travel Center #1051 Iowa, LA",2025-10-21T02:16:49,2025-10-21,2,19.14,88.0,1016.0,3.6,0.0,Clear,0.0,0,,
469403,1122 Frankford grand,2025-12-10T07:17:18,2025-12-10,7,7.82,93.0,1022.0,1.54,0.0,Mist,0.0,0,,
461166,Gladwin City Hall,2025-10-21T02:11:09,2025-10-21,2,9.96,66.0,1010.0,3.3,0.0,Clear,0.0,0,,
461164,Clawson Shopping Center,2025-10-21T02:11:11,2025-10-21,2,10.86,73.0,1011.0,2.06,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T07:18:06,2025-12-10,7,4.23,47.0,1024.0,1.83,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T07:28:06,2025-12-10,7,8.65,60.0,1014.0,3.05,0.0,Clear,0.0,0,,
461750,Speedy Q,2025-10-21T02:16:31,2025-10-21,2,10.74,75.0,1011.0,3.09,0.0,Clear,0.0,0,,
469252,Lenexa Old Town Activity Center,2025-12-10T07:28:34,2025-12-10,7,9.39,66.0,1004.0,4.12,0.0,Clouds,0.0,0,,
461813,Culver's,2025-10-21T02:10:35,2025-10-21,2,9.84,82.0,1001.0,3.33,0.0,Clouds,0.0,0,,
469743,"Pilot Travel Center #4642 Toms Brook, VA",2025-12-10T07:28:20,2025-12-10,7,-1.25,82.0,1010.0,3.09,0.0,Clear,0.0,0,,
470792,Fellows Creek Golf Club,2025-12-10T07:28:01,2025-12-10,7,0.71,94.0,995.0,4.12,2.73,Rain,0.0,0,,
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,2025-10-21T02:11:17,2025-10-21,2,25.87,79.0,1014.0,3.6,0.0,Clear,0.0,0,,
469399,Elkhorn Shopping Center,2025-12-10T07:28:30,2025-12-10,7,6.11,95.0,1022.0,1.54,0.0,Fog,0.0,0,,
462228,IONNA Kutztown Rechargery @ Sheetz,2025-10-21T02:16:20,2025-10-21,2,9.87,72.0,1015.0,3.09,0.0,Clear,0.0,0,,
461073,Fairfield by Marriott Inn & Suites Houston Brookhollow,2025-10-21T02:17:10,2025-10-21,2,25.88,80.0,1014.0,6.17,0.0,Clear,0.0,0,,
469748,Ionna Largo Rechargery @ Wawa,2025-12-10T07:18:09,2025-12-10,7,14.27,86.0,1017.0,3.6,0.0,Clouds,0.0,0,,
461750,Speedy Q,2025-10-21T02:10:40,2025-10-21,2,11.05,75.0,1011.0,3.09,0.0,Clear,0.0,0,,
470652,"Starbucks - Phoenix, OR",2025-12-10T07:17:57,2025-12-10,7,8.8,92.0,1025.0,2.34,0.0,Clouds,0.0,0,,
462269,Ionna Rechargery,2025-10-21T02:10:27,2025-10-21,2,20.59,57.0,1018.0,1.54,0.0,Clear,0.0,0,,
461733,Walmart,2025-10-21T02:16:34,2025-10-21,2,22.77,51.0,1014.0,6.48,0.0,Clear,0.0,0,,
461550,"Flying J Travel Center #706 Tulsa, OK",2025-10-21T02:10:52,2025-10-21,2,20.73,44.0,1014.0,0.89,0.0,Clear,0.0,0,,
461758,Bradville Square Shopping Center,2025-10-21T02:10:36,2025-10-21,2,21.69,52.0,1017.0,0.0,0.0,Clear,0.0,0,,
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,2025-10-21T02:17:09,2025-10-21,2,25.83,79.0,1014.0,3.6,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T07:28:10,2025-12-10,7,7.09,77.0,1022.0,4.02,0.0,Mist,0.0,0,,
462098,Wawa Supercharger,2025-10-21T02:16:26,2025-10-21,2,6.17,72.0,1017.0,0.0,0.0,Clear,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:28:12,2025-12-10,7,-1.92,93.0,990.0,2.06,0.86,Snow,0.0,0,,
462226,IONNA Raleigh Rechargery Relay,2025-10-21T02:16:22,2025-10-21,2,10.5,78.0,1018.0,0.0,0.0,Clear,0.0,0,,
461157,University Place Library,2025-10-21T02:11:12,2025-10-21,2,12.16,80.0,1026.0,0.0,0.0,Clouds,0.0,0,,
469455,Polaris Bergland Township,2025-12-10T07:28:26,2025-12-10,7,-6.96,97.0,1001.0,2.27,0.0,Clouds,0.0,0,,
462127,Kimco-charlotte,2025-10-21T02:16:24,2025-10-21,2,11.4,74.0,1020.0,1.86,0.0,Clear,0.0,0,,
461155,Key Chrysler Dodge Jeep Ram,2025-10-21T02:17:07,2025-10-21,2,11.23,92.0,1005.0,2.06,0.0,Clouds,0.0,0,,
461251,Sunshine Gardens,2025-10-21T02:11:05,2025-10-21,2,19.84,64.0,1017.0,2.24,0.0,Clear,0.0,0,,
461543,Garcia Bend Park,2025-10-21T02:10:58,2025-10-21,2,21.62,56.0,1017.0,0.62,0.0,Clear,0.0,0,,
461307,Fas Mart,2025-10-21T02:11:02,2025-10-21,2,11.29,66.0,1008.0,3.13,0.0,Clear,0.0,0,,
461554,The Bite Tumalo,2025-10-21T02:10:49,2025-10-21,2,10.33,58.0,1025.0,0.89,0.0,Clear,0.0,0,,
462127,Kimco-charlotte,2025-10-21T02:10:32,2025-10-21,2,11.41,74.0,1020.0,1.86,0.0,Clear,0.0,0,,
462269,Ionna Rechargery,2025-10-21T02:16:19,2025-10-21,2,20.43,57.0,1018.0,0.0,0.0,Clear,0.0,0,,
461553,Ventura County Credit Union,2025-10-21T02:10:50,2025-10-21,2,18.44,81.0,1017.0,7.15,0.0,Clear,0.0,0,,
461756,"Laguna Blvd, Elk Grove, CA",2025-10-21T02:10:39,2025-10-21,2,21.55,53.0,1017.0,0.0,0.0,Clear,0.0,0,,
469611,Dennys,2025-12-10T07:18:16,2025-12-10,7,10.06,95.0,1013.0,8.75,0.21,Rain,0.0,0,,
469747,"Flying J Travel Center #692 Wells, NV",2025-12-10T07:18:10,2025-12-10,7,5.47,52.0,1024.0,3.11,0.0,Clouds,0.0,0,,
461549,"ONE9 Travel Center #7937 Mcleansville, NC",2025-10-21T02:16:46,2025-10-21,2,8.88,80.0,1018.0,0.0,0.0,Clear,0.0,0,,
469403,1122 Frankford grand,2025-12-10T07:23:18,2025-12-10,7,7.74,94.0,1022.0,1.54,0.0,Mist,0.0,0,,
461275,Goodwill,2025-10-21T02:16:55,2025-10-21,2,9.16,73.0,1004.0,6.69,0.0,Clouds,0.0,0,,
461632,"Ionna - Willows, CA",2025-10-21T02:16:36,2025-10-21,2,20.58,23.0,1016.0,2.04,0.0,Clear,0.0,0,,
461171,Hamilton CNG Filling Station,2025-10-21T02:11:06,2025-10-21,2,12.42,64.0,1012.0,1.34,0.0,Clear,0.0,0,,
461631,"Pilot Travel Center #1019 - Orland, CA",2025-10-21T02:10:45,2025-10-21,2,20.26,23.0,1016.0,2.38,0.0,Clear,0.0,0,,
461627,"T/A Travel Center #0057 - Redding, CA",2025-10-21T02:10:48,2025-10-21,2,20.24,35.0,1017.0,2.13,0.0,Clear,0.0,0,,
469401,Dutch Bros,2025-12-10T07:18:21,2025-12-10,7,6.66,94.0,1023.0,0.0,0.0,Mist,0.0,0,,
469745,"Flying J Travel Center #875 Elkton, MD",2025-12-10T07:28:19,2025-12-10,7,0.4,80.0,1013.0,5.66,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T07:28:11,2025-12-10,7,3.39,80.0,1014.0,3.98,0.0,Clear,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T07:18:03,2025-12-10,7,3.39,80.0,1014.0,3.98,0.0,Clear,0.0,0,,
461165,Heilmann Community Center,2025-10-21T02:11:10,2025-10-21,2,10.87,77.0,1011.0,2.06,0.0,Clear,0.0,0,,
469401,Dutch Bros,2025-12-10T07:28:29,2025-12-10,7,6.66,94.0,1023.0,0.0,0.0,Mist,0.0,0,,
469748,Ionna Largo Rechargery @ Wawa,2025-12-10T07:28:16,2025-12-10,7,14.21,86.0,1017.0,3.6,0.0,Clouds,0.0,0,,
461541,Fox Kia South,2025-10-21T02:10:59,2025-10-21,2,10.59,67.0,1009.0,0.89,0.0,Clear,0.0,0,,
461166,Gladwin City Hall,2025-10-21T02:17:01,2025-10-21,2,9.96,66.0,1010.0,3.3,0.0,Clear,0.0,0,,
469499,Renewable Grid - Glen Cove Fast Charging,2025-12-10T07:18:17,2025-12-10,7,1.13,72.0,1012.0,1.79,0.0,Clouds,0.0,0,,
461167,Pats Food Freeland,2025-10-21T02:17:00,2025-10-21,2,9.26,74.0,1011.0,3.09,0.0,Clear,0.0,0,,
461135,Marathon,2025-10-21T02:11:16,2025-10-21,2,11.15,66.0,1009.0,0.89,0.0,Clear,0.0,0,,
461157,University Place Library,2025-10-21T02:17:05,2025-10-21,2,12.12,80.0,1026.0,0.0,0.0,Clear,0.0,0,,
469374,Freewire Charging Station,2025-12-10T07:28:31,2025-12-10,7,4.39,75.0,1002.0,6.69,1.23,Rain,0.0,0,,
461629,In-N-Out Burger - Redding,2025-10-21T02:10:46,2025-10-21,2,20.42,35.0,1017.0,2.54,0.0,Clear,0.0,0,,
462225,IONNA Beaver Rechargery Relay,2025-10-21T02:10:31,2025-10-21,2,8.81,46.0,1025.0,1.45,0.0,Clear,0.0,0,,
461550,"Flying J Travel Center #706 Tulsa, OK",2025-10-21T02:16:45,2025-10-21,2,20.28,45.0,1014.0,3.6,0.0,Clear,0.0,0,,
461252,D & 3rd Street Curbside,2025-10-21T02:16:56,2025-10-21,2,21.58,49.0,1017.0,2.06,0.0,Clear,0.0,0,,
461050,Mitra EV DCFC - Sierra Pacific,2025-10-21T02:17:11,2025-10-21,2,20.68,55.0,1017.0,2.06,0.0,Clear,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:28:09,2025-12-10,7,-3.33,75.0,1010.0,0.89,0.0,Clouds,0.0,0,,
462227,IONNA Middletown Rechargery Relay,2025-10-21T02:10:29,2025-10-21,2,8.92,77.0,1016.0,0.0,0.0,Clear,0.0,0,,
470792,Fellows Creek Golf Club,2025-12-10T07:17:53,2025-12-10,7,0.66,94.0,995.0,5.14,2.32,Rain,0.0,0,,
470312,Safeway,2025-12-10T07:18:02,2025-12-10,7,7.14,77.0,1022.0,4.47,0.0,Mist,0.0,0,,
462111,Shell - Novi,2025-10-21T02:10:33,2025-10-21,2,9.35,75.0,1010.0,3.09,0.0,Clear,0.0,0,,
461170,Hamilton Market St,2025-10-21T02:16:59,2025-10-21,2,12.69,63.0,1012.0,1.34,0.0,Clear,0.0,0,,
469252,Lenexa Old Town Activity Center,2025-12-10T07:18:26,2025-12-10,7,9.39,66.0,1004.0,4.12,0.0,Clouds,0.0,0,,
469746,"Pilot Travel Center #281 Girard, OH",2025-12-10T07:28:18,2025-12-10,7,1.46,85.0,1003.0,5.66,0.87,Snow,0.0,0,,
461156,Key GMC of Rochester,2025-10-21T02:17:06,2025-10-21,2,11.23,92.0,1005.0,2.06,0.0,Clouds,0.0,0,,
469374,Freewire Charging Station,2025-12-10T07:18:24,2025-12-10,7,4.12,76.0,1002.0,5.66,1.0,Rain,0.0,0,,
462228,IONNA Kutztown Rechargery @ Sheetz,2025-10-21T02:10:28,2025-10-21,2,9.87,72.0,1015.0,3.09,0.0,Clear,0.0,0,,
470498,US Highway 57,2025-12-10T07:17:59,2025-12-10,7,8.65,60.0,1014.0,3.05,0.0,Clear,0.0,0,,
469253,Lenexa Justice Center,2025-12-10T07:28:32,2025-12-10,7,9.49,66.0,1004.0,4.12,0.0,Clouds,0.0,0,,
461135,Marathon,2025-10-21T02:17:08,2025-10-21,2,11.02,66.0,1009.0,0.89,0.0,Clear,0.0,0,,
461156,Key GMC of Rochester,2025-10-21T02:11:13,2025-10-21,2,11.25,92.0,1005.0,2.06,0.0,Clouds,0.0,0,,
470662,"Kittery Premium Outlets - Kittery, ME",2025-12-10T07:17:56,2025-12-10,7,-1.57,72.0,1010.0,1.34,0.22,Snow,0.0,0,,
461631,"Pilot Travel Center #1019 - Orland, CA",2025-10-21T02:16:37,2025-10-21,2,20.26,23.0,1016.0,2.38,0.0,Clear,0.0,0,,
469741,"Pilot Travel Center #63 Piedmont, SC",2025-12-10T07:28:22,2025-12-10,7,0.14,93.0,1019.0,2.57,0.0,Clear,0.0,0,,
461744,Sunset Pointe,2025-10-21T02:16:33,2025-10-21,2,20.29,56.0,1018.0,2.06,0.0,Clear,0.0,0,,
461548,"Pilot Travel Center #374 Marianna, FL",2025-10-21T02:10:54,2025-10-21,2,15.55,70.0,1019.0,0.81,0.0,Clear,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T07:18:00,2025-12-10,7,0.96,95.0,996.0,6.17,2.59,Rain,0.0,0,,
461164,Clawson Shopping Center,2025-10-21T02:17:04,2025-10-21,2,10.84,74.0,1011.0,2.06,0.0,Clear,0.0,0,,
469611,Dennys,2025-12-10T07:28:24,2025-12-10,7,10.35,95.0,1013.0,8.75,2.24,Rain,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:18:04,2025-12-10,7,-1.92,94.0,990.0,1.54,0.86,Snow,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T07:28:14,2025-12-10,7,4.23,47.0,1024.0,1.83,0.0,Clouds,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T07:28:07,2025-12-10,7,0.96,95.0,996.0,5.66,2.73,Rain,0.0,0,,
461627,"T/A Travel Center #0057 - Redding, CA",2025-10-21T02:16:40,2025-10-21,2,19.76,35.0,1017.0,2.13,0.0,Clear,0.0,0,,
461553,Ventura County Credit Union,2025-10-21T02:16:42,2025-10-21,2,18.36,81.0,1017.0,6.71,0.0,Clear,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:28:13,2025-12-10,7,13.49,92.0,1017.0,5.14,0.0,Clouds,0.0,0,,
461549,"ONE9 Travel Center #7937 Mcleansville, NC",2025-10-21T02:10:53,2025-10-21,2,9.34,80.0,1018.0,1.97,0.0,Clear,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:17:58,2025-12-10,7,13.32,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
461155,Key Chrysler Dodge Jeep Ram,2025-10-21T02:11:14,2025-10-21,2,11.25,92.0,1005.0,2.06,0.0,Clouds,0.0,0,,
469399,Elkhorn Shopping Center,2025-12-10T07:18:23,2025-12-10,7,6.16,95.0,1022.0,1.54,0.0,Mist,0.0,0,,
470696,Trailborn Grand Canyon,2025-12-10T07:17:54,2025-12-10,7,-2.33,64.0,1024.0,4.12,0.0,Clear,0.0,0,,
470662,"Kittery Premium Outlets - Kittery, ME",2025-12-10T07:28:03,2025-12-10,7,-1.55,73.0,1010.0,0.0,0.22,Snow,0.0,0,,
461370,Miller Hill Super One,2025-10-21T02:16:53,2025-10-21,2,7.39,80.0,1000.0,8.23,0.0,Clouds,0.0,0,,
461543,Garcia Bend Park,2025-10-21T02:16:50,2025-10-21,2,21.36,53.0,1017.0,0.0,0.0,Clear,0.0,0,,
469745,"Flying J Travel Center #875 Elkton, MD",2025-12-10T07:18:12,2025-12-10,7,0.4,80.0,1013.0,5.66,0.0,Clouds,0.0,0,,
461756,"Laguna Blvd, Elk Grove, CA",2025-10-21T02:16:30,2025-10-21,2,21.3,54.0,1017.0,0.0,0.0,Clear,0.0,0,,
462098,Wawa Supercharger,2025-10-21T02:10:34,2025-10-21,2,6.56,71.0,1017.0,2.57,0.0,Clear,0.0,0,,
461307,Fas Mart,2025-10-21T02:16:54,2025-10-21,2,11.28,66.0,1008.0,3.13,0.0,Clear,0.0,0,,
461813,Culver's,2025-10-21T02:16:27,2025-10-21,2,9.06,81.0,1001.0,4.12,0.0,Clouds,0.0,0,,
461170,Hamilton Market St,2025-10-21T02:11:07,2025-10-21,2,12.5,64.0,1012.0,1.34,0.0,Clear,0.0,0,,
469455,Polaris Bergland Township,2025-12-10T07:18:18,2025-12-10,7,-6.96,97.0,1001.0,2.27,0.0,Clouds,0.0,0,,
469253,Lenexa Justice Center,2025-12-10T07:18:25,2025-12-10,7,9.47,66.0,1004.0,4.12,0.0,Clouds,0.0,0,,
470652,"Starbucks - Phoenix, OR",2025-12-10T07:28:04,2025-12-10,7,8.78,92.0,1025.0,2.34,0.0,Clouds,0.0,0,,
461628,Petro Corning #309,2025-10-21T02:10:47,2025-10-21,2,22.14,23.0,1016.0,2.17,0.0,Clear,0.0,0,,
461548,"Pilot Travel Center #374 Marianna, FL",2025-10-21T02:16:47,2025-10-21,2,14.03,77.0,1019.0,0.0,0.0,Clear,0.0,0,,
461547,"Pilot Travel Center #1047 Jacksonville, FL",2025-10-21T02:10:55,2025-10-21,2,16.79,86.0,1019.0,0.0,0.0,Clear,0.0,0,,
461715,BP Express Stop,2025-10-21T02:16:35,2025-10-21,2,8.88,72.0,1010.0,2.57,0.0,Clear,0.0,0,,
461251,Sunshine Gardens,2025-10-21T02:16:57,2025-10-21,2,20.0,63.0,1017.0,5.66,0.0,Clear,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:18:01,2025-12-10,7,-3.33,75.0,1010.0,0.89,0.0,Clouds,0.0,0,,
461629,In-N-Out Burger - Redding,2025-10-21T02:16:38,2025-10-21,2,20.13,35.0,1017.0,2.54,0.0,Clear,0.0,0,,
462225,IONNA Beaver Rechargery Relay,2025-10-21T02:16:23,2025-10-21,2,8.81,46.0,1025.0,1.45,0.0,Clear,0.0,0,,
469743,"Pilot Travel Center #4642 Toms Brook, VA",2025-12-10T07:18:13,2025-12-10,7,-1.31,82.0,1010.0,1.79,0.0,Clouds,0.0,0,,
461551,Berkeley Bowl (West),2025-10-21T02:10:51,2025-10-21,2,21.56,52.0,1016.0,1.54,0.0,Clouds,0.0,0,,
