station_id,station_name,city,state,operator,total_sessions,total_energy_kwh,avg_duration_minutes,avg_cost,total_revenue,active_days,last_session,first_session,charging_points_count,avg_power_kw,open_anomalies
460322,Ionna Daytona Beach Rechargery Relay @Wawa,Daytona Beach,FL,IONNA,26,1307.95,102.6923076923077,14.896153846153846,387.3,7,2025-12-10T07:39:00.292017,2025-12-04T05:43:00.293589,0,,0
460323,Ionna - OKC,Oklahoma City,OK,IONNA,20,893.57,106.5,13.028,260.56,7,2025-12-10T07:50:00.27183,2025-12-04T08:43:00.272257,0,,0
460328,Ionna Concord Rechargery,Concord,NC,IONNA,20,876.23,88.5,13.4345,268.69,7,2025-12-10T13:30:00.271118,2025-12-04T08:08:00.271804,0,,0
460329,IONNA Seffner Rechargery,Seffner,FL,IONNA,15,561.87,83.0,10.412,156.18,7,2025-12-10T19:32:00.270843,2025-12-04T09:01:00.27109,0,,0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,eVgo Network,18,828.52,82.5,14.791666666666666,266.25,7,2025-12-10T17:05:00.270405,2025-12-04T02:58:00.270807,0,,0
460345,Central Co-op,Tacoma,WA,(Unknown Operator),22,1022.04,109.0909090909091,17.478636363636365,384.53,7,2025-12-10T09:16:00.270034,2025-12-04T16:40:00.270383,0,,0
460367,Santa Monica Station,Santa Monica,CA,Electrify America,17,669.46,97.94117647058823,12.08470588235294,205.44,7,2025-12-10T23:55:00.269631,2025-12-04T10:08:00.270012,0,,0
460368,"bp pulse - Duarte, CA",Duarte,CA,BP Pulse (US),18,741.71,87.5,12.660555555555556,227.89,7,2025-12-10T21:00:00.269193,2025-12-04T07:34:00.269528,0,,0
460371,"Circle K - Yuma, AZ",Yuma,AZ,Circle K,25,1058.74,94.8,15.4588,386.47,7,2025-12-10T18:49:00.268688,2025-12-04T02:07:00.269129,0,,0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,eVgo Network,25,704.26,81.6,10.2852,257.13,7,2025-12-10T19:23:00.26822,2025-12-04T03:23:00.268615,0,,0
460384,Mendocino Marketplace,Santa Rosa,CA,eVgo Network,20,762.32,84.75,11.7035,234.07,7,2025-12-10T22:36:00.267767,2025-12-04T17:14:00.268199,0,,0
460429,Ruby's Inn General Store - Tesla Supercharger,Bryce Canyon City,Utah,Tesla (including non-tesla),19,665.26,93.15789473684211,12.685263157894736,241.02,7,2025-12-10T17:26:00.267183,2025-12-04T22:28:00.267739,0,,0
460430,Revel - South San Francisco,South San Francisco,CA,(Unknown Operator),27,1099.63,86.11111111111111,12.832962962962963,346.49,7,2025-12-10T11:18:00.2665,2025-12-04T02:40:00.267076,0,,0
460484,L2 near Ball&Chain,Miami,Florida,(Unknown Operator),25,1282.98,99.6,16.7532,418.83,7,2025-12-10T17:36:00.266044,2025-12-04T08:15:00.266436,0,,0
460485,Safeway,Martinez,CA,Electrify America,19,813.75,88.42105263157895,13.558947368421052,257.62,7,2025-12-10T18:25:00.265725,2025-12-04T09:43:00.265994,0,,0
460503,Futurama near Ball & Chain,Miami,Florida,ChargeBay (US),20,727.94,69.75,12.1435,242.87,7,2025-12-10T13:53:00.265078,2025-12-04T04:53:00.265674,0,,0
460504,Marketplace Foods,Minot,ND,Tesla (including non-tesla),22,904.2,95.45454545454545,15.217727272727272,334.79,7,2025-12-10T17:34:00.264695,2025-12-04T04:11:00.265007,0,,0
460505,Mass General Brigham Healthcare Center,Dover,NH,(Unknown Operator),18,796.66,89.16666666666667,14.203333333333333,255.66,7,2025-12-10T10:28:00.264237,2025-12-04T08:42:00.264483,0,,0
460506,Wentworth-Douglass Hospital,Dover,NH,(Unknown Operator),27,1210.11,86.66666666666667,16.18148148148148,436.9,7,2025-12-10T22:59:00.263195,2025-12-04T09:33:00.264071,0,,0
460570,Eastern Market Public Lot,Detroit,MI,Red E Charge,22,985.99,96.13636363636364,16.002727272727274,352.06,7,2025-12-10T23:39:00.262494,2025-12-04T02:26:00.263105,0,,0
460571,Exxon Utica,Utica,MI,Red E Charge,25,934.99,75.0,12.5604,314.01,7,2025-12-10T19:38:00.261795,2025-12-04T07:59:00.262403,0,,0
460606,Destination Charger,Columbia Falls,Montana,EDP,23,1174.75,97.17391304347827,15.63,359.49,7,2025-12-10T20:22:00.260974,2025-12-04T08:48:00.261642,0,,0
460632,Parsons Chevy - Eagle River,Eagle River,WI,InCharge (US),21,944.05,87.85714285714286,16.367142857142856,343.71,7,2025-12-10T19:41:00.260037,2025-12-04T06:52:00.260712,0,,0
460671,FPL,Pensacola,Florida,(Unknown Operator),25,904.55,82.8,12.1684,304.21,7,2025-12-10T12:43:00.259538,2025-12-04T00:57:00.259941,0,,0
460673,Telsa Supercharger,Rogue River,Oregon,Tesla (including non-tesla),24,1044.77,87.5,13.984583333333333,335.63,7,2025-12-10T13:36:00.259136,2025-12-04T07:01:00.259471,0,,0
460708,Chargepoint,Scottsville,Kentucky,(Unknown Operator),27,1299.09,100.55555555555556,12.447037037037036,336.07,7,2025-12-10T21:24:00.258338,2025-12-04T12:08:00.259051,0,,0
460949,"Flying J Travel Center #737 San Antonio, TX",San Antonio,TX,eVgo Network,15,541.81,79.0,11.106,166.59,7,2025-12-10T23:10:00.25808,2025-12-04T07:37:00.258267,0,,0
460953,"Flying J Travel Center #690 Lordsburg, NM",Lordsburg,NM,eVgo Network,23,801.64,72.3913043478261,10.656086956521738,245.09,7,2025-12-10T18:49:00.257345,2025-12-04T07:12:00.258029,0,,0
460954,"Flying J Travel Center #671 Matthews, MO",Matthews,MO,eVgo Network,22,622.78,78.4090909090909,8.888636363636364,195.55,7,2025-12-10T21:03:00.256694,2025-12-04T04:40:00.257188,0,,0
460955,"Flying J Travel Center #572 Williams, IA",Williams,IA,eVgo Network,18,895.84,119.16666666666667,15.133888888888889,272.41,7,2025-12-10T22:23:00.255801,2025-12-04T08:39:00.256481,0,,0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,eVgo Network,27,949.61,86.11111111111111,10.257777777777777,276.96,7,2025-12-10T19:56:00.255166,2025-12-04T04:59:00.255702,0,,0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,eVgo Network,22,881.05,90.68181818181819,12.105,266.31,7,2025-12-10T16:43:00.254796,2025-12-04T18:43:00.255146,0,,0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,eVgo Network,18,815.74,109.16666666666667,12.748333333333333,229.47,7,2025-12-10T08:47:00.254212,2025-12-04T11:03:00.254752,0,,0
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,BP Pulse (US),16,649.86,88.125,12.060625,192.97,7,2025-12-10T02:16:00.253932,2025-12-04T10:32:00.254133,0,,0
460969,EVgo - SF SOMA,San Francisco,CA,eVgo Network,16,526.06,101.25,10.838125,173.41,7,2025-12-10T17:59:00.253645,2025-12-04T21:01:00.253911,0,,0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,(Unknown Operator),26,1101.41,87.6923076923077,13.98076923076923,363.5,7,2025-12-10T17:22:00.252999,2025-12-04T08:13:00.25352,0,,0
461049,Mitra EV DCFC - Aztec Solar,Rancho Cordova,CA,(Unknown Operator),21,897.96,79.28571428571429,12.974761904761905,272.47,7,2025-12-10T19:27:00.25235,2025-12-04T07:28:00.25292,0,,0
461050,Mitra EV DCFC - Sierra Pacific,Rancho Cordova,CA,(Unknown Operator),17,757.53,94.41176470588235,12.933529411764706,219.87,7,2025-12-10T23:37:00.25171,2025-12-04T02:17:00.252,0,,0
461073,Fairfield by Marriott Inn & Suites Houston Brookhollow,Houston,TX,Tesla (including non-tesla),16,862.61,87.1875,19.224375,307.59,7,2025-12-10T14:08:00.251363,2025-12-04T14:52:00.251691,0,,1
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,Tesla (including non-tesla),20,856.68,93.0,14.5945,291.89,7,2025-12-10T19:41:00.290666,2025-12-04T15:22:00.291895,0,,1
461135,Marathon,Grand Rapids,MI,Red E Charge,17,937.42,96.17647058823529,17.381176470588237,295.48,7,2025-12-10T08:21:00.273024,2025-12-04T18:21:00.273271,0,,0
461155,Key Chrysler Dodge Jeep Ram,Rochester,New Hampshire,(Unknown Operator),22,816.69,89.31818181818181,12.597272727272728,277.14,7,2025-12-10T16:27:00.272382,2025-12-04T06:01:00.272973,0,,0
461156,Key GMC of Rochester,Rochester,New Hampshire,InCharge (US),28,1035.79,78.21428571428571,14.304285714285715,400.52,7,2025-12-10T20:55:00.289174,2025-12-04T12:53:00.290428,0,,0
461157,University Place Library,University Place,Washington,(Unknown Operator),15,647.52,88.0,12.490666666666666,187.36,7,2025-12-10T08:17:00.249989,2025-12-04T00:37:00.250345,0,,0
461164,Clawson Shopping Center,Clawson,MI,EVGateway,26,1043.12,90.57692307692308,14.558461538461538,378.52,7,2025-12-10T18:14:00.249219,2025-12-04T03:16:00.249967,0,,0
461165,Heilmann Community Center,Detroit,MI,EV Connect,22,1155.76,96.13636363636364,12.913636363636364,284.1,7,2025-12-10T23:54:00.248725,2025-12-04T10:17:00.249141,0,,0
461166,Gladwin City Hall,Gladwin,MI,Red E Charge,18,826.35,90.0,15.64611111111111,281.63,7,2025-12-10T15:46:00.247961,2025-12-04T11:05:00.24847,0,,0
461167,Pats Food Freeland,Freeland,MI,Red E Charge,21,863.8,91.42857142857143,15.144285714285715,318.03,7,2025-12-10T19:55:00.24727,2025-12-04T11:36:00.247893,0,,0
461170,Hamilton Market St,Hamilton,OH,ChargePoint,27,1141.72,90.55555555555556,13.496296296296297,364.4,7,2025-12-10T19:09:00.246169,2025-12-04T02:22:00.247142,0,,0
461171,Hamilton CNG Filling Station,Hamilton,OH,ChargePoint,24,934.76,84.375,14.195833333333333,340.7,7,2025-12-10T18:41:00.245421,2025-12-04T08:18:00.246071,0,,0
461251,Sunshine Gardens,South San Francisco,CA,(Unknown Operator),23,1013.5,95.21739130434783,13.337391304347825,306.76,7,2025-12-10T17:34:00.244733,2025-12-04T08:28:00.245323,0,,0
461252,D & 3rd Street Curbside,West Sacramento,CA,ChargePoint,21,627.75,73.57142857142857,8.046666666666667,168.98,7,2025-12-10T15:58:00.244308,2025-12-04T01:01:00.244681,0,,0
461275,Goodwill,St. Louis Park,MN,(Unknown Operator),23,928.12,91.30434782608695,13.174782608695653,303.02,7,2025-12-10T23:10:00.240547,2025-12-04T13:17:00.244254,0,,0
461307,Fas Mart,Grand Haven,MI,Red E Charge,21,799.53,76.42857142857143,11.658095238095239,244.82,7,2025-12-10T19:46:00.239797,2025-12-04T07:25:00.240464,0,,0
461370,Miller Hill Super One,Duluth,MN,ZEF Energy,19,919.05,109.73684210526316,13.470526315789474,255.94,7,2025-12-10T21:10:00.239126,2025-12-04T19:53:00.239757,0,,1
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,Tesla (including non-tesla),26,1174.29,98.07692307692308,16.325384615384614,424.46,7,2025-12-10T08:49:00.238117,2025-12-04T08:44:00.238977,0,,0
461541,Fox Kia South,Grand Rapids,michigan,ChargePoint,24,1427.66,103.75,19.7175,473.22,7,2025-12-10T14:57:00.237241,2025-12-04T14:14:00.237959,0,,0
461543,Garcia Bend Park,Sacramento,CA,ChargePoint,20,938.53,84.75,16.482,329.64,7,2025-12-10T20:40:00.236126,2025-12-04T01:04:00.237087,0,,0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,eVgo Network,23,1047.39,91.30434782608695,14.35304347826087,330.12,7,2025-12-10T17:47:00.235283,2025-12-04T07:34:00.235995,0,,1
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,eVgo Network,18,623.6,87.5,10.382777777777777,186.89,7,2025-12-10T17:17:00.234364,2025-12-04T19:56:00.235247,0,,1
461548,"Pilot Travel Center #374 Marianna, FL",Marianna,FL,eVgo Network,19,808.63,87.63157894736842,15.601052631578947,296.42,7,2025-12-10T17:54:00.233481,2025-12-04T06:25:00.234258,0,,1
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,eVgo Network,29,1377.99,84.82758620689656,15.171034482758621,439.96,7,2025-12-10T21:40:00.231063,2025-12-04T08:09:00.23298,0,,0
461550,"Flying J Travel Center #706 Tulsa, OK",Tulsa,OK,eVgo Network,18,564.31,85.0,10.205,183.69,7,2025-12-10T12:24:00.229116,2025-12-04T06:39:00.230845,0,,0
461551,Berkeley Bowl (West),Berkeley,CA,Electrify America,20,891.91,80.25,11.3595,227.19,7,2025-12-10T23:45:00.227997,2025-12-04T12:02:00.228992,0,,0
461553,Ventura County Credit Union,Ventura,CA,Electrify America,22,854.79,89.31818181818181,12.261818181818182,269.76,7,2025-12-10T17:53:00.227321,2025-12-04T11:20:00.227961,0,,1
461554,The Bite Tumalo,Tumalo,OR,Rivian Adventure Network,25,1072.21,81.6,14.0172,350.43,7,2025-12-10T20:44:00.226426,2025-12-04T06:05:00.227284,0,,0
461627,"T/A Travel Center #0057 - Redding, CA",Redding,CA,BP Pulse (US),16,559.08,75.9375,9.153125,146.45,7,2025-12-10T22:45:00.225854,2025-12-04T20:32:00.22637,0,,0
461628,Petro Corning #309,Corning,CA,BP Pulse (US),20,782.48,75.0,13.0375,260.75,7,2025-12-10T14:17:00.225024,2025-12-04T14:08:00.225791,0,,1
461629,In-N-Out Burger - Redding,Redding,CA,Mercedes-Benz High-Power Charging (US),18,863.42,102.5,16.509444444444444,297.17,7,2025-12-10T02:09:00.224599,2025-12-04T01:25:00.224957,0,,0
461631,"Pilot Travel Center #1019 - Orland, CA",Orland,CA,eVgo Network,16,735.14,90.0,13.75375,220.06,7,2025-12-10T19:56:00.224242,2025-12-04T01:28:00.224458,0,,0
461632,"Ionna - Willows, CA",Williows,CA,IONNA,20,852.44,89.25,13.8215,276.43,7,2025-12-10T17:06:00.223847,2025-12-04T08:46:00.224171,0,,0
461715,BP Express Stop,Jackson,MI,Red E Charge,20,732.03,79.5,13.442,268.84,7,2025-12-10T19:04:00.222588,2025-12-04T17:07:00.22349,0,,0
461733,Walmart,Checotah,OK,(Unknown Operator),19,787.92,75.78947368421052,14.26,270.94,7,2025-12-10T21:48:00.221858,2025-12-04T19:32:00.222506,0,,1
461744,Sunset Pointe,Rocklin,CA,eVgo Network,24,985.24,88.125,13.192916666666667,316.63,7,2025-12-10T19:45:00.221296,2025-12-04T07:45:00.221811,0,,0
461750,Speedy Q,New Baltimore,MI,Red E Charge,17,734.66,91.76470588235294,14.321764705882353,243.47,7,2025-12-10T00:35:00.220988,2025-12-04T05:17:00.221241,0,,0
461756,"Laguna Blvd, Elk Grove, CA",Elk Grove,CA,eVgo Network,15,652.88,88.0,14.658,219.87,7,2025-12-10T21:54:00.220715,2025-12-04T10:49:00.220966,0,,0
461757,Dutch Bros Coffee,Sacramento,CA,eVgo Network,21,823.44,94.28571428571429,14.040476190476191,294.85,7,2025-12-10T21:32:00.220186,2025-12-04T00:27:00.220692,0,,0
461758,Bradville Square Shopping Center,Sacramento,CA,eVgo Network,23,861.48,84.78260869565217,12.665652173913044,291.31,7,2025-12-10T19:32:00.219502,2025-12-04T08:55:00.220126,0,,0
461813,Culver's,Rhinelander,WI,ChargePoint,21,1133.24,100.71428571428571,17.42142857142857,365.85,7,2025-12-10T17:50:00.219098,2025-12-04T08:31:00.219412,0,,0
462098,Wawa Supercharger,Staunton,VA,Tesla (including non-tesla),22,1357.02,109.77272727272727,18.46409090909091,406.21,7,2025-12-10T13:47:00.218459,2025-12-04T01:08:00.219051,0,,1
462111,Shell - Novi,Novi,MI,Red E Charge,19,825.47,86.05263157894737,14.706842105263158,279.43,7,2025-12-10T22:23:00.217803,2025-12-04T07:10:00.218398,0,,0
462127,Kimco-charlotte,Charlotte,NC,(Unknown Operator),22,808.7,85.9090909090909,11.406363636363636,250.94,7,2025-12-10T22:16:00.288347,2025-12-04T06:19:00.289074,0,,0
462225,IONNA Beaver Rechargery Relay,Beaver,UT,IONNA,23,1153.82,109.56521739130434,14.996521739130435,344.92,7,2025-12-10T19:41:00.21729,2025-12-04T03:12:00.217724,0,,0
462226,IONNA Raleigh Rechargery Relay,Raleigh,NC,IONNA,14,597.75,95.35714285714286,15.176428571428572,212.47,7,2025-12-10T01:05:00.216756,2025-12-04T19:43:00.217266,0,,0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,IONNA,22,890.88,83.86363636363636,11.104090909090909,244.29,7,2025-12-10T18:48:00.250851,2025-12-04T08:23:00.251292,0,,0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,IONNA,15,705.59,112.0,17.3,259.5,7,2025-12-10T17:30:00.250414,2025-12-04T03:16:00.250758,0,,0
462269,Ionna Rechargery,Roseville,CA,IONNA,22,810.47,80.45454545454545,10.161363636363637,223.55,7,2025-12-10T18:44:00.287445,2025-12-04T03:43:00.288246,0,,0
469252,Lenexa Old Town Activity Center,Lenexa,KS,Tesla (including non-tesla),25,1142.7,91.2,12.0932,302.33,7,2025-12-10T14:35:00.305229,2025-12-04T09:32:00.305736,0,,0
469253,Lenexa Justice Center,Lenexa,KS,Tesla (including non-tesla),27,1104.46,80.0,13.212222222222222,356.73,7,2025-12-10T23:50:00.304773,2025-12-04T02:53:00.305153,0,,0
469374,Freewire Charging Station,Columbus,OH,(Unknown Operator),19,47344.77,82.89473684210526,11.864210526315789,12848.94,7,2025-12-10T23:46:00.304325,2025-12-04T08:02:00.304642,0,,57
469399,Elkhorn Shopping Center,Sacramento,CA,eVgo Network,21,1065.74,94.28571428571429,18.511904761904763,388.75,7,2025-12-10T15:05:00.303916,2025-12-04T08:30:00.304291,0,,0
469401,Dutch Bros,Sacramento,CA,IONNA,21,711.88,73.57142857142857,10.85047619047619,227.86,7,2025-12-10T19:03:00.303395,2025-12-04T00:51:00.303834,0,,0
469403,1122 Frankford grand,fishtown,PA,(Unknown Operator),19,793.51,94.73684210526316,13.514736842105263,256.78,7,2025-12-10T18:13:00.302964,2025-12-04T07:19:00.303299,0,,0
469430,Bernal Plaza,San Jose,CA,eVgo Network,20,769.84,81.75,12.8405,256.81,7,2025-12-10T23:30:00.302409,2025-12-04T08:06:00.302923,0,,0
469455,Polaris Bergland Township,Bergland,MI,(Unknown Operator),17,47974.2,79.41176470588235,10.714117647058824,13478.36,7,2025-12-10T15:00:00.301996,2025-12-04T13:26:00.30238,0,,74
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,(Unknown Operator),28,1261.17,88.39285714285714,13.209642857142857,369.87,7,2025-12-10T11:11:00.301443,2025-12-04T01:02:00.301942,0,,0
469611,Dennys,Seatac,WA,Electric Era (US),21,97803.65,93.57142857142857,14.385714285714286,31116.3,7,2025-12-10T20:47:00.300926,2025-12-04T08:48:00.301421,0,,103
469612,"Dennys - Auburn, WA",Auburn,WA,Electric Era (US),29,142917.68,86.37931034482759,13.837241379310345,42535.68,7,2025-12-10T12:23:00.300089,2025-12-04T05:29:00.300701,0,,106
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,eVgo Network,22,889.55,81.13636363636364,14.77590909090909,325.07,7,2025-12-10T23:47:00.299698,2025-12-04T02:18:00.300049,0,,0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,eVgo Network,18,659.17,77.5,10.902222222222223,196.24,7,2025-12-10T19:44:00.299256,2025-12-04T06:16:00.299657,0,,0
469745,"Flying J Travel Center #875 Elkton, MD",Elkton,MD,eVgo Network,21,928.25,81.42857142857143,16.133809523809525,338.81,7,2025-12-10T20:25:00.30744,2025-12-04T19:04:00.307878,0,,0
469746,"Pilot Travel Center #281 Girard, OH",Girard,OH,eVgo Network,14,576.93,101.78571428571429,12.768571428571429,178.76,7,2025-12-10T18:49:00.307137,2025-12-04T09:21:00.307404,0,,0
469747,"Flying J Travel Center #692 Wells, NV",Wells,NV,eVgo Network,21,1092.12,92.85714285714286,16.334285714285713,343.02,7,2025-12-10T12:12:00.306409,2025-12-04T05:19:00.307011,0,,0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,IONNA,21,5933.76,91.42857142857143,11.916666666666666,1751.75,7,2025-12-10T23:06:00.305833,2025-12-04T05:54:00.306297,0,,7
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,IONNA,25,3758.28,80.4,11.584,1158.4,7,2025-12-10T18:19:00.281991,2025-12-04T04:17:00.283111,0,,4
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",Carlin,NV,IONNA,23,912.35,76.95652173913044,13.467391304347826,309.75,7,2025-12-10T18:13:00.280965,2025-12-04T09:21:00.281907,0,,0
469807,OUC ReCharge EV Hub at OCCC,Orlando,FL,ChargeUp (NovaCharge),21,1064.45,97.85714285714286,13.897619047619047,291.85,7,2025-12-10T16:57:00.295675,2025-12-04T02:16:00.296189,0,,0
470113,Kwik-Charge #1205,Lake Delton,WI,Kwik Charge (Kwik Trip),18,976.01,95.83333333333333,18.587222222222223,334.57,7,2025-12-10T12:36:00.295251,2025-12-04T10:17:00.295599,0,,0
470276,"New Albany Light, Gas, and Water",New Albany,MS,Electric Era (US),27,951.48,80.0,11.145555555555555,300.93,7,2025-12-10T22:56:00.285347,2025-12-04T07:07:00.286241,0,,0
470312,Safeway,Hercules,CA,Electrify America,15,648.21,102.0,18.015333333333334,270.23,7,2025-12-10T16:21:00.279859,2025-12-04T00:33:00.280459,0,,0
470314,EVolve NY Afton,Afton,NY,Electrify America,17,20971.26,120.88235294117646,18.581176470588236,5685.84,7,2025-12-10T23:25:00.278245,2025-12-04T07:15:00.27975,0,,18
470357,FastTrack Market Marathon,Taylor,MI,Red E Charge,18,665.06,94.16666666666667,11.435555555555556,205.84,7,2025-12-10T05:17:00.298485,2025-12-04T04:16:00.299219,0,,0
470498,US Highway 57,Eagle Pass,Texas,InCharge (US),22,22378.01,105.68181818181819,17.292272727272728,7228.17,7,2025-12-10T13:53:00.297761,2025-12-04T00:29:00.298371,0,,19
470651,"Starbucks - Ridgefield, WA",Ridgefield,WA,Mercedes-Benz High-Power Charging (US),18,920.18,98.33333333333333,15.442222222222222,277.96,7,2025-12-10T02:05:00.297031,2025-12-04T09:57:00.297687,0,,0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,Mercedes-Benz High-Power Charging (US),26,1282.47,95.1923076923077,15.283846153846154,397.38,7,2025-12-10T22:57:00.286275,2025-12-04T04:52:00.287315,0,,0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,Mercedes-Benz High-Power Charging (US),26,6850.85,109.03846153846153,17.907692307692308,2328.0,7,2025-12-10T16:59:00.284077,2025-12-04T03:27:00.285163,0,,5
470696,Trailborn Grand Canyon,Williams,AZ,(Unknown Operator),21,898.06,86.42857142857143,13.606666666666667,285.74,7,2025-12-10T18:00:00.283181,2025-12-04T08:09:00.28394,0,,0
470792,Fellows Creek Golf Club,Canton,MI,Volta Charging,17,848.32,93.52941176470588,14.612941176470589,248.42,7,2025-12-10T18:44:00.296369,2025-12-04T08:36:00.296956,0,,0
