station_id,station_name,city,state,session_date,hour_of_day,day_of_week,is_weekend,session_count,total_energy_kwh,avg_energy_kwh,avg_duration_minutes,total_cost,avg_cost
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-22,4,6,True,1,43.73,43.73,180.0,21.38,21.38
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-22,11,6,True,1,60.11,60.11,180.0,15.47,15.47
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-22,13,6,True,1,31.58,31.58,120.0,5.75,5.75
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-23,5,0,True,1,39.94,39.94,60.0,11.04,11.04
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-23,7,0,True,1,17.09,17.09,60.0,7.79,7.79
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-23,9,0,True,1,21.89,21.89,60.0,2.53,2.53
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-23,13,0,True,1,53.81,53.81,90.0,25.92,25.92
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-23,19,0,True,1,143.47,143.47,180.0,67.55,67.55
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-24,0,1,False,1,26.9,26.9,180.0,5.45,5.45
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-24,9,1,False,1,70.64,70.64,120.0,17.25,17.25
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-24,17,1,False,1,33.75,33.75,90.0,5.14,5.14
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-24,18,1,False,1,17.87,17.87,60.0,4.22,4.22
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-24,21,1,False,1,23.33,23.33,90.0,10.64,10.64
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-25,8,2,False,1,19.32,19.32,90.0,8.97,8.97
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-25,13,2,False,1,69.88,69.88,90.0,21.14,21.14
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-25,15,2,False,2,131.24,65.62,135.0,45.69,22.845
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-25,17,2,False,1,34.68,34.68,45.0,15.49,15.49
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-26,7,3,False,1,49.8,49.8,90.0,18.05,18.05
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-26,8,3,False,2,37.11,18.555,45.0,14.9,7.45
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-26,14,3,False,1,43.65,43.65,60.0,15.87,15.87
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-27,12,4,False,1,17.02,17.02,60.0,9.91,9.91
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-27,14,4,False,1,8.35,8.35,60.0,2.42,2.42
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-28,19,5,False,1,31.74,31.74,60.0,5.33,5.33
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-29,4,6,True,1,35.07,35.07,180.0,10.45,10.45
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-29,7,6,True,1,30.75,30.75,45.0,8.76,8.76
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-29,13,6,True,1,41.43,41.43,90.0,22.94,22.94
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-29,16,6,True,1,39.56,39.56,60.0,14.35,14.35
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-29,22,6,True,1,11.27,11.27,60.0,6.01,6.01
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-30,8,0,True,2,59.65,29.825,75.0,27.08,13.54
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-30,12,0,True,1,55.29,55.29,90.0,11.49,11.49
460201,Krazyfish Grille,Port St Joe,Florida,2025-11-30,17,0,True,1,39.36,39.36,60.0,5.64,5.64
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-01,2,1,False,1,34.94,34.94,60.0,14.38,14.38
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-01,20,1,False,1,18.21,18.21,45.0,4.5,4.5
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-02,2,2,False,1,40.9,40.9,120.0,19.15,19.15
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-02,7,2,False,1,79.21,79.21,120.0,24.52,24.52
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-02,8,2,False,1,99.08,99.08,120.0,27.92,27.92
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-02,14,2,False,1,14.88,14.88,60.0,5.28,5.28
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-02,19,2,False,1,32.24,32.24,90.0,13.26,13.26
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-02,20,2,False,1,27.55,27.55,60.0,7.44,7.44
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-03,1,3,False,1,46.22,46.22,60.0,13.63,13.63
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-03,15,3,False,1,34.5,34.5,120.0,15.34,15.34
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-03,18,3,False,1,35.57,35.57,120.0,15.86,15.86
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-04,6,4,False,1,60.74,60.74,90.0,24.56,24.56
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-04,11,4,False,1,9.19,9.19,60.0,4.46,4.46
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-04,15,4,False,1,98.39,98.39,180.0,22.29,22.29
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-05,6,5,False,1,22.64,22.64,30.0,5.03,5.03
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-05,8,5,False,1,28.09,28.09,120.0,6.53,6.53
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-05,9,5,False,2,113.66,56.83,105.0,21.63,10.815
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-05,14,5,False,1,82.95,82.95,120.0,31.59,31.59
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-05,18,5,False,1,74.22,74.22,90.0,26.19,26.19
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-06,4,6,True,1,81.3,81.3,180.0,11.19,11.19
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-06,7,6,True,2,88.23,44.115,105.0,42.47,21.235
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-06,9,6,True,1,13.67,13.67,30.0,6.46,6.46
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-06,11,6,True,1,37.12,37.12,90.0,14.39,14.39
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-06,18,6,True,1,34.67,34.67,60.0,3.97,3.97
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-06,21,6,True,1,44.71,44.71,90.0,14.21,14.21
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-07,5,0,True,1,59.33,59.33,240.0,29.65,29.65
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-07,7,0,True,1,55.64,55.64,120.0,14.83,14.83
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-07,14,0,True,1,48.68,48.68,60.0,13.43,13.43
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,1,1,False,1,121.74,121.74,180.0,23.56,23.56
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,2,1,False,1,17.58,17.58,90.0,4.83,4.83
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,3,1,False,1,73.09,73.09,90.0,26.57,26.57
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,7,1,False,1,27.05,27.05,45.0,7.71,7.71
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,9,1,False,1,47.93,47.93,60.0,23.56,23.56
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,12,1,False,1,38.15,38.15,90.0,8.01,8.01
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,14,1,False,2,30.33,15.165,37.5,13.81,6.905
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,15,1,False,1,13.08,13.08,90.0,1.6,1.6
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,17,1,False,1,29.76,29.76,90.0,4.6,4.6
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-08,18,1,False,1,28.74,28.74,60.0,4.14,4.14
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-09,7,2,False,1,67.13,67.13,90.0,34.9,34.9
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-09,21,2,False,1,60.19,60.19,90.0,8.41,8.41
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-09,23,2,False,1,36.62,36.62,60.0,8.47,8.47
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-10,7,3,False,1,21.93,21.93,60.0,7.13,7.13
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-10,8,3,False,1,100.63,100.63,180.0,27.26,27.26
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-10,15,3,False,1,27.95,27.95,60.0,10.21,10.21
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-10,16,3,False,1,17.18,17.18,60.0,5.31,5.31
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-10,17,3,False,3,88.13,29.376666666666665,65.0,33.31,11.103333333333333
460201,Krazyfish Grille,Port St Joe,Florida,2025-12-10,18,3,False,1,91.4,91.4,180.0,38.69,38.69
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-11,9,2,False,1,33.14,33.14,90.0,4.87,4.87
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-11,12,2,False,1,20.82,20.82,45.0,9.7,9.7
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-12,2,3,False,1,95.22,95.22,120.0,43.27,43.27
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-12,10,3,False,1,42.37,42.37,90.0,8.6,8.6
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-13,9,4,False,1,7.69,7.69,60.0,1.74,1.74
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-13,10,4,False,1,69.1,69.1,180.0,25.68,25.68
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-13,11,4,False,1,40.04,40.04,120.0,16.55,16.55
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-13,13,4,False,1,53.0,53.0,90.0,13.07,13.07
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-13,18,4,False,1,113.11,113.11,180.0,25.66,25.66
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-13,21,4,False,1,62.37,62.37,90.0,30.02,30.02
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-14,10,5,False,2,68.56,34.28,112.5,15.56,7.78
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-14,18,5,False,1,29.88,29.88,90.0,13.57,13.57
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-15,0,6,True,1,32.06,32.06,45.0,15.48,15.48
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-15,7,6,True,2,106.06,53.03,75.0,40.53,20.265
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-16,3,0,True,1,48.08,48.08,90.0,16.73,16.73
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-16,8,0,True,1,20.85,20.85,60.0,9.96,9.96
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-16,10,0,True,1,20.96,20.96,45.0,7.56,7.56
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-16,14,0,True,1,23.94,23.94,90.0,5.28,5.28
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-17,11,1,False,1,16.73,16.73,90.0,11.12,11.12
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-18,7,2,False,1,28.27,28.27,240.0,13.22,13.22
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-18,19,2,False,1,81.82,81.82,120.0,12.56,12.56
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-19,2,3,False,1,25.5,25.5,120.0,3.32,3.32
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-19,3,3,False,1,7.23,7.23,45.0,1.09,1.09
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-19,7,3,False,1,35.69,35.69,45.0,11.13,11.13
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-19,19,3,False,1,16.79,16.79,60.0,5.93,5.93
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-20,8,4,False,1,28.47,28.47,120.0,4.88,4.88
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-20,10,4,False,1,39.96,39.96,60.0,13.92,13.92
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-20,16,4,False,1,52.89,52.89,120.0,26.31,26.31
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-20,17,4,False,1,37.44,37.44,45.0,13.18,13.18
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-20,21,4,False,1,35.06,35.06,60.0,13.15,13.15
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-21,9,5,False,2,117.25,58.625,105.0,20.08,10.04
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-21,11,5,False,2,83.18,41.59,67.5,21.05,10.525
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-22,9,6,True,1,47.37,47.37,60.0,15.15,15.15
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-23,4,0,True,1,40.04,40.04,90.0,17.19,17.19
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-23,5,0,True,1,33.73,33.73,90.0,11.04,11.04
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-23,11,0,True,1,8.57,8.57,60.0,3.54,3.54
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-23,15,0,True,1,124.84,124.84,180.0,27.3,27.3
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-23,16,0,True,1,33.61,33.61,90.0,9.44,9.44
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-24,10,1,False,1,59.17,59.17,90.0,24.33,24.33
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-24,21,1,False,1,18.85,18.85,60.0,7.24,7.24
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-25,8,2,False,1,18.59,18.59,60.0,7.81,7.81
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-25,19,2,False,1,60.85,60.85,90.0,15.36,15.36
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-26,8,3,False,1,22.34,22.34,60.0,3.92,3.92
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-26,9,3,False,1,14.46,14.46,60.0,6.15,6.15
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-27,12,4,False,1,36.77,36.77,90.0,11.21,11.21
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-27,15,4,False,1,40.77,40.77,60.0,13.02,13.02
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-27,16,4,False,1,40.05,40.05,60.0,9.24,9.24
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-27,17,4,False,1,30.12,30.12,60.0,15.75,15.75
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-28,9,5,False,1,99.47,99.47,180.0,39.67,39.67
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-29,7,6,True,1,46.05,46.05,90.0,14.34,14.34
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-29,20,6,True,1,19.43,19.43,60.0,3.57,3.57
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-30,0,0,True,1,28.67,28.67,60.0,13.23,13.23
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-30,4,0,True,1,43.9,43.9,60.0,19.03,19.03
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-30,13,0,True,1,95.94,95.94,120.0,23.5,23.5
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-11-30,19,0,True,1,38.86,38.86,120.0,15.67,15.67
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-01,12,1,False,1,42.69,42.69,60.0,10.75,10.75
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-01,14,1,False,1,83.24,83.24,120.0,31.43,31.43
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-02,6,2,False,1,18.94,18.94,45.0,6.57,6.57
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-02,8,2,False,1,20.4,20.4,120.0,6.13,6.13
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-02,14,2,False,1,73.22,73.22,120.0,31.53,31.53
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-02,15,2,False,1,84.44,84.44,120.0,15.92,15.92
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-02,16,2,False,1,25.55,25.55,90.0,12.47,12.47
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-03,10,3,False,1,35.7,35.7,180.0,16.74,16.74
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-03,16,3,False,1,83.0,83.0,180.0,15.99,15.99
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-04,0,4,False,1,42.4,42.4,240.0,15.27,15.27
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-04,11,4,False,1,17.11,17.11,60.0,7.29,7.29
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-04,15,4,False,1,31.68,31.68,45.0,15.86,15.86
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,0,5,False,1,72.13,72.13,90.0,20.65,20.65
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,5,5,False,1,38.34,38.34,90.0,6.24,6.24
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,8,5,False,1,18.88,18.88,60.0,3.07,3.07
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,9,5,False,1,99.9,99.9,240.0,28.97,28.97
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,11,5,False,1,15.77,15.77,90.0,7.05,7.05
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,12,5,False,1,81.87,81.87,120.0,37.88,37.88
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,13,5,False,1,31.68,31.68,90.0,15.76,15.76
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-05,19,5,False,1,84.8,84.8,120.0,14.94,14.94
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,2,6,True,1,49.59,49.59,60.0,20.71,20.71
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,8,6,True,1,95.16,95.16,180.0,15.84,15.84
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,9,6,True,1,11.78,11.78,60.0,4.31,4.31
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,10,6,True,1,22.27,22.27,180.0,5.45,5.45
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,11,6,True,1,29.36,29.36,60.0,8.73,8.73
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,14,6,True,1,20.59,20.59,60.0,7.96,7.96
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,19,6,True,1,61.9,61.9,120.0,17.5,17.5
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-06,21,6,True,1,55.12,55.12,120.0,25.68,25.68
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,4,0,True,1,23.2,23.2,30.0,7.93,7.93
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,8,0,True,1,32.88,32.88,45.0,14.3,14.3
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,10,0,True,1,72.41,72.41,90.0,21.72,21.72
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,14,0,True,1,18.91,18.91,90.0,3.25,3.25
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,15,0,True,1,21.77,21.77,60.0,4.02,4.02
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,19,0,True,1,23.17,23.17,120.0,8.85,8.85
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-07,21,0,True,1,51.63,51.63,90.0,25.53,25.53
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-08,3,1,False,1,112.61,112.61,240.0,50.81,50.81
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-08,11,1,False,1,11.78,11.78,60.0,3.37,3.37
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-08,12,1,False,1,15.7,15.7,90.0,1.93,1.93
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-08,13,1,False,1,66.38,66.38,120.0,24.77,24.77
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-08,14,1,False,1,40.55,40.55,60.0,19.53,19.53
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-08,15,1,False,1,8.73,8.73,45.0,7.16,7.16
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-09,2,2,False,1,46.67,46.67,60.0,23.6,23.6
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-09,7,2,False,1,20.12,20.12,90.0,11.07,11.07
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-10,8,3,False,2,69.88,34.94,75.0,22.35,11.175
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-10,9,3,False,1,26.33,26.33,45.0,9.74,9.74
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-10,10,3,False,1,54.65,54.65,120.0,8.23,8.23
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-10,11,3,False,2,112.22,56.11,75.0,40.25,20.125
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-10,17,3,False,1,28.97,28.97,60.0,3.86,3.86
460207,"Thorntons #701 - Largo, FL",Largo,FL,2025-12-10,19,3,False,2,55.39,27.695,82.5,21.51,10.755
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,2025-11-11,5,2,False,1,12.12,12.12,45.0,5.54,5.54
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,2025-11-11,7,2,False,1,49.35,49.35,60.0,13.28,13.28
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,2025-11-11,13,2,False,1,139.51,139.51,180.0,24.28,24.28
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,2025-11-11,16,2,False,1,48.48,48.48,60.0,6.07,6.07
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,2025-11-11,18,2,False,1,38.93,38.93,60.0,17.95,17.95
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,2025-11-12,9,3,False,1,19.5,19.5,60.0,6.42,6.42
